OLD_SERVICE_TITLE,OLD_SERVICE_URL,AUTHORITATIVE_AGO_TITLE,AUTHORITATIVE_AGO_SERVICE_URL,UPDATED_URL,AUTHORITATIVE_AGO_ITEMID,ASSOCIATED_DEPRECATED_ITEMIDS,ASSOCIATED_DEPRECATED_URLS
ministry of transportation (mot) regional boundary,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/721,Ministry of Transportation (MOT) Regional Boundary,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/34,YES,907ed2bdc5b04803b48d60de16813f5f,ec2c35f6995546c0a57bd797cc422b3c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/721
ministry of transportation (mot) rest area,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/594,Ministry of Transportation (MOT) Rest Area,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/3,YES,8b2af980becf4bbda90cf6cd47b76c6c,8eeb46daeb224197bb84991196a98b5d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/594
ministry of transportation (mot) retaining wall,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/563,Ministry of Transportation (MOT) Retaining Wall,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/35,YES,6a4f503700604b978aefa98263968c92,ad1dcfc731d44228adb2dc642191ac2b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/563
ministry of transportation (mot) road features inventory (rfi),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/429,Ministry of Transportation (MOT) Road Features Inventory (RFI),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/29,YES,bf5aa578fd1d4b51b173857ff2094995,33e2d38b170d4ec3938587e97fe94d0b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/429
ministry of transportation (mot) road structures,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/608,Ministry of Transportation (MOT) Road Structures,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/17,YES,9db49888bdf640719ca87b40e461f900,62982f5398614cf3b8ecd1dc6ea3476a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/608
ministry of transportation (mot) safety feature,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/395,Ministry of Transportation (MOT) Safety Feature,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/51,YES,6830adbe920a4a9ab846d3786ad2a73b,f743ffdc0109479bbcacd9c7e821d2c3,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/395
ministry of transportation (mot) sign,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/580,Ministry of Transportation (MOT) Sign,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/52,YES,89b8ea1bed8e4e53935bbf186a28bfa7,438a59d3c04b4480aea00ef4d1399277,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/580
ministry of transportation (mot) special lane,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/104,Ministry of Transportation (MOT) Special Lane,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/65,YES,bef297e6b94841e3b54247d131961827,cb41a97679a54aeca5b99a9177a746fa,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/104
ministry of transportation (mot) storm sewer,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/534,Ministry of Transportation (MOT) Storm Sewer,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/56,YES,bb01e2115d8b467bb25b30a85485c9cc,5a14cbfdbf314454b99de1673656f85d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/534
ministry of transportation (mot) surface type,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/339,Ministry of Transportation (MOT) Surface Type,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/63,YES,044bba08da6948f5a3b090b973ccb514,a1e7ca690058454b812135315141e48d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/339
mobile business licence partnerships,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/729,Mobile Business Licence Partnerships,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/13,YES,2c688b626df24670a95b59ffd8df06de,3e8c47cdd8d646768561ac7d5f22f9dc,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/729
mountain goat winter habitat in parks - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/595,Mountain Goat Winter Habitat in Parks - Cariboo Region,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/1,YES,2c089a186e6b4ead836a60f5ee84d1de,a32d3100c3b943e08207da851ac5079a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/595
mta -  mineral & coal land reserve history sp,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/667,MTA -  Mineral & Coal Land Reserve History SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/29,YES,da0daa55423f4fd7ad93dbea209d64b1,45f0b199a3f24143a7df9a81bb3d5595,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/667
"mta  - mineral, placer and coal history tenure sp",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/9,"MTA  - Mineral, Placer and Coal History Tenure SP",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/12,YES,cbed3975525b4f328d1d17ff54336e8c,60ae970aa68d45f7b2e726dbd2738d8c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/9
"mta  - mineral, placer and coal tenure spatial view",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/213,"MTA  - Mineral, Placer and Coal Tenure Spatial View",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/42,YES,ec1d2ec9a32d418088ba9ebd88178c68,ec17c036603442909e1d943b64bcb239,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/213
"mta - coal grid, block",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/252,"MTA - Coal Grid, Block",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/37,YES,947b5082dd194dc5aea28aea94a0d1cd,d97bf0fb838c41d48e70df1c0c6deccc,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/252
"mta - coal grid, group",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/317,"MTA - Coal Grid, Group",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/73,YES,52326dbb4f084cf5bd1066151c8d8c85,cc97d802296d4e059ba7b6a71b31dbb5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/317
"mta - coal grid, mapsheet",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/491,"MTA - Coal Grid, Mapsheet",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/4,YES,5eeb1e5ce6824b229be0fc7cd41c59af,8f28c84288464285aeecc62fd54046ae,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/491
"mta - coal grid, unit",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/548,"MTA - Coal Grid, Unit",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/11,YES,a1f69fbe74944213b1726daf7c68b97a,cb46e9bd967e40fbb786f725fc331f49,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/548
mta - crown granted mineral claims,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/725,MTA - Crown Granted Mineral Claims,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/13,YES,5b4de6839c814927899b3c92492c495c,c915b78dd2604cab9c085a2bbd05a45d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/725
mta - mineral mining divisions with codes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/263,MTA - Mineral Mining Divisions with Codes,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/61,YES,4875de99b2114461a49814c19164266d,e65902adf1c8413c9547a4f0a3c0a345,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/263
mta - mineral placer grid,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/173,MTA - Mineral Placer Grid,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/52,YES,7360467afe0144a8b0d6da5a48e6343e,49e9c11faee5441a987f434be5a768fd,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/173
mta - mineral reserve sites business view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/710,MTA - Mineral Reserve Sites Business View,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/26,YES,0b41453c42c2465fa179cec82c3e65ff,7d91e343d32d4bd4851dd3787b7b9cde,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/710
mule deer winter range habitat management zones - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/161,Mule Deer Winter Range Habitat Management Zones - Cariboo Region,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/8,YES,96151b4539c4437897e3ec3324037db2,e90af4c70e6a46aeb4021fc7a59aee5d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/161
mule deer winter range topographic buffers - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/277,Mule Deer Winter Range Topographic Buffers - Cariboo Region,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/0,YES,6e94c59f6667450582abd83a4bc18fed,0095e74b80e44b50ac13eebedaf0125f,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/277
municipalities - legally defined administrative areas of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/3,Municipalities - Legally Defined Administrative Areas of BC,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/18,YES,e02cefad37f344008f0696663630e134,f634a9abf4f34bdc9ad3b2a377e69cd1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/3
mussel habitat zones okanagan region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/529,Mussel Habitat Zones Okanagan Region,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/23,YES,ad7a95e1be3a4ed49d6430804dce1da9,1f7494b7b3254d5388aa3a5062519c15,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/529
naquadat ground water quality stations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/150,Naquadat Ground Water Quality Stations,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/6,YES,ade57cc24e144e8396d83b280061ea6d,3d90e29d23cd438d9795ee8909bdf206,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/150
national parks of canada within british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/303,National Parks of Canada within British Columbia,https://services6.arcgis.com/ubm4tcTYICKBpist/arcgis/rest/services/National_Parks_of_Canada_within_British_Columbia/FeatureServer,NA,458e897937844c839254fba270062fa5,"5ade04eb4d7145eab978ba0cff1e6ba8,f994266d25424cc4af4fd850d6fb5a8f","https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/303,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/303"
natural range barriers - topological,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/508,Natural Range Barriers - Topological,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/13,YES,dfdd83fc27794077aee2279f3f889f54,c622c02033f54caf8bd2d9ee928096e9,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/508
natural resource (nr) areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/748,Natural Resource (NR) Areas,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/61,YES,f4c9940b58e645f29192a62fe34bf7eb,21d0578a538048979c96fad2d35d8025,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/748
natural resource (nr) districts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/747,Natural Resource (NR) Districts,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/58,YES,5ccd439dd835451aa304468ebdce0427,,
natural resource sector major projects - points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/110,Natural Resource Sector Major Projects - Points,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/18,YES,924dde96f8ae4b7fb868fa94d42be62d,de730afa805a4d9497de6f4fa531928f,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/110
ngo conservation areas - fee simple,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/59,NGO Conservation Areas - Fee Simple,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/5,YES,4c8a014b7c4a4da58b0134becc569149,558a115cb9354d88949c6561d17992c5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/59
non legal planning features - current - line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/315,Non Legal Planning Features - Current - Line,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_use_planning/MapServer/1,YES,9bb89ca2e21d459796fecd263d277dd6,d35638ee13094d44a98435cfa504a81e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/315
non legal planning features - current - point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/422,Non Legal Planning Features - Current - Point,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_use_planning/MapServer/8,YES,a69cf2ae73874c279523d86c445e49ef,6f6f6f3aabc54b5a9f4392c0d2ac3925,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/422
non legal planning features - current - polygon,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/179,Non Legal Planning Features - Current - Polygon,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_use_planning/MapServer/9,YES,8bf7759260e74577a65bc23fb1aee143,f4a7d2662a994924831bde1b691c4b15,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/179
non-productive forest for the cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/185,Non-Productive Forest for the Cariboo Region,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/20,YES,42057f1facc74ba2a74760ef486c9f59,acb46963d8d84011a8186d2858ac0604,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/185
non-trim flooded area lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/681,Non-TRIM Flooded Area Lines,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/31,YES,25177d0ed25a4e8f8659ff4b10fe4a59,729fb0409ea84936bf4d51b8162494ee,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/681
non-trim hydrography view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/319,Non-TRIM Hydrography View,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/26,YES,714c61663fe24afba942a931d0e2932b,347d7e0388f148f6adf3072c493d4fd7,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/319
northern caribou habitat units of the itcha and ilgachuz areas - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/448,Northern Caribou Habitat Units of the Itcha and Ilgachuz Areas - Cariboo Region,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/7,YES,e34b7ae9ef7746c3a84d7dbd17cd6e2f,bac6b2ae7c1d4b099223a8ec9eb5dff4,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/448
notice of work (now) spatial locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/182,Notice of Work (NOW) Spatial Locations,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/60,YES,93fccbc1e3584952b6481af1864263d9,5e83bcb288614312be5656497e045b37,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/182
"nts 250k grid - digital baseline mapping at 1:250,000 (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/147,"NTS 250K Grid - Digital Baseline Mapping at 1:250,000 (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/51,YES,5e28c94131ca4469b4a06798ab2e2e2a,d1ad0e6cee204eaa85bbdc888506acf8,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/147
"nts 50k grid  digital baseline mapping at 1:50,000 (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/291,"NTS 50K Grid  Digital Baseline Mapping at 1:50,000 (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/64,YES,cd28df5aa53f474491510000731f1d84,49dee70f99884fedb91ab4d501df3597,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/291
"nts bc coastline lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/574,"NTS BC Coastline Lines 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/10,YES,6db583437acb4ac0b4bd7d4ba7212d5a,77c73d56481c4e15903baf42e37ef6ad,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/574
"nts bc coastline polygons 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/115,"NTS BC Coastline Polygons 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/69,YES,5ebbc1fd1d7e456684b8d1a3f10186e4,28c83b5fbdae4ab9abb201822e6c8954,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/115
"nts bc contour lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/530,"NTS BC Contour Lines 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/105,YES,2652ffeb4a2146ce81e0081a8c16b79c,41b1264343594f03b1310a0c0b951940,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/530
"nts bc designated area lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/584,"NTS BC Designated Area Lines 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/21,YES,de61dacf65734763bfddac8f24db9cb6,321b62850c724e26933693b6a3fa2ce6,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/584
"nts bc designated area points 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/658,"NTS BC Designated Area Points 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/76,YES,c3ab4850e8754e5a8df206886f5e680e,ecf3e3c3695c45b4ba7483a51a26b6e1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/658
"nts bc landcover lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/462,"NTS BC Landcover Lines 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/65,YES,ef8b140aa6194c9c9f45c3267ac8cd26,c71a1a0f819146bc8466b138ef85dc4e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/462
"nts bc landform lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/193,"NTS BC Landform Lines 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/0,YES,49b2a85fcf4845aeb1797a28845da443,8493fc9b5ff949a681871e77296301bb,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/193
"nts bc landform points 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/270,"NTS BC Landform Points 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/54,YES,019339d00c8c46779ab1ff5c664cba6e,dce892007af1475487faaef95dd7feef,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/270
"nts bc river, lake and wetland polygons 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/121,"NTS BC River, Lake and Wetland Polygons 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/73,YES,efac684536b947e59abf59713d044e13,0505433ad76b4ec38075fb37186822ae,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/121
"nts bc transport lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/15,"NTS BC Transport Lines 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/3,YES,cdda646e82624bc1821354821ae23f9c,c73cb99994df484fb7e79168866ec706,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/15
"nts bc transport points 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/527,"NTS BC Transport Points 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/104,YES,0b29a0802b5f45b89d9c9a1d1017b7f7,8582d16149cf4b76af8a98a723a278c2,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/527
"nts bc water lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/409,"NTS BC Water Lines 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/25,YES,fc09709de9a6454daeb7c8b38d26d8cc,587b48a3c3a349c79e9fef67365517f1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/409
"nts bc water points 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/488,"NTS BC Water Points 1:250,000 - Digital Baseline Mapping (NTS)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/85,YES,f5a9f08f44cc41a4b7a1a0ba96c59a48,428e0861d423430593ce68de65c6da97,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/488
ocean - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/645,Ocean - TRIM Enhanced Base Map (EBM),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/63,YES,08ebc0404531477f8eb2f339aeb3c47a,3caca04ff3184a3e9ec2685dda8249f2,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/645
offshore oil and gas exploration potential,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/727,Offshore Oil and Gas Exploration Potential,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/3,YES,947c5a13caa341a98c30c1548676906c,237a342f86b2407cae505a8dfc584bee,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/727
ogc engineering projects (public version),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/19,OGC Engineering Projects (Public Version),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/3,YES,4f50ade855b540e79c908abae0f0ba68,487c73c17224425387fb268ecfed1d79,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/19
