OLD_WS_TITLE,OLD_WS_URL,AGO_TITLE,AGO_ITEMID,AGO_WS_URL,URL_UPDATED
major projects inventory (economic) - points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/583,Major Projects Inventory (Economic) - Points,a5c3481668824db281c9ea09b621292f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/53,YES
manual snow survey locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/496,Manual Snow Survey Site Locations,ac32bd2e38fd4a5985163519b70948b6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/11,YES
mapped floodplains in bc (historical),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/321,Mapped Floodplains in BC (Historical),34a50a3b8566480dae698a9f69e63246,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/84,YES
mapped floodplains in bc (historical) - mapsheets index with links to reports in ecocat,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/622,Mapped Floodplains in BC (Historical) - Mapsheets Index with Links to Reports in EcoCat,5289beb9926c41e986f8c097275a2fc3,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/37,YES
mapped floodplains in bc (historical) - study area limits,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/299,Mapped Floodplains in BC (Historical) - Study Area Limits,f0744bbd8dc24c748e66f9f6241a98a4,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/70,YES
marbled murrelets - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/466,Marbled Murrelets - Coastal Resource Information Management System (CRIMS),b07a8d4bcddc4850a85e92a71c3c1088,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/7,YES
marine ecosections - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/189,Marine Ecosections - Coastal Resource Information Management System (CRIMS),616d0b5087e14498bb2780a446a340af,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/72,YES
mascot geodetic control monuments,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/84,Mascot Geodetic Control Monuments,71c7fb531ece4c8b8efaa5e0d4eab6d8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_reference/MapServer/2,YES
mental health and substance use health services,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/831,Mental Health and Substance Use Health Services,2909beefd84a457796fc3fc4d334d425,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/9,YES
meteorological monitoring sites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/876,Meteorological Monitoring Sites,5bba5419690644fbbc39df9542c355da,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/96,YES
mineral potential,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/120,Mineral Potential,47b2ae9c0cc0401ba115d1c20b059e7f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/41,YES
minfile inventory database,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/691,MINFILE Inventory Database,62f6a1e9083a4af5826c2ca946e96709,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/44,YES
minfile mineral occurrence database,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/137,MINFILE Mineral Occurrence Database,4def41de43734213bcdd2ce14d1be691,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/66,YES
minfile production database,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/27,MINFILE Production Database,01f3cc0289a941e782d9e09b4ee6b0a1,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/45,YES
ministry of social development and social innovation regional boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/345,Ministry of Social Development and Poverty Reduction Boundaries,129fb1c9b282473aa161a502b7e56860,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/20,YES
ministry of transportation (mot) culverts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/693,Ministry of Transportation (MOT) Culverts,a639fcbd26634ba6b8bfb48f94021cb6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/69,YES
ministry of transportation (mot) district boundary,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/525,Ministry of Transportation (MOT) District Boundary,d2b72cb1760b408cb37acba2051ae71e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/40,YES
ministry of transportation (mot) drainage appliance,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/707,Ministry of Transportation (MOT) Drainage Appliance,4c0220a738df4d58ac5031c06a8120af,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/48,YES
ministry of transportation (mot) guardrail,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/411,Ministry of Transportation (MOT) Guardrail,704cdabdac5a41688cd3f6be373878e3,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/68,YES
ministry of transportation (mot) highway maintenance class,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/577,Ministry of Transportation (MOT) Highway Maintenance Class,34b218eabe5349538e1ab74ee5daaa32,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/47,YES
ministry of transportation (mot) highway profile,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/132,Ministry of Transportation (MOT) Highway Profile,06e7bb20a69548c285bac4c7d9fd5ec6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/31,YES
ministry of transportation (mot) highway reference points (hrp),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/28,Ministry of Transportation (MOT) Highway Reference Points (HRP),491b724d63ea4a4b8a3f7c8bf2e15d30,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/32,YES
ministry of transportation (mot) landmark kilometre inventory (lki),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/194,Ministry of Transportation (MOT) Landmark Kilometre Inventory (LKI),edb94f4e17984f64a82d2911493d868d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/6,YES
ministry of transportation (mot) linear safety feature,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/253,Ministry of Transportation (MOT) Linear Safety Feature,a9e627cbc8274c0aba056d497dcdb32f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/39,YES
ministry of transportation (mot) railroad crossing,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/623,Ministry of Transportation (MOT) Railroad Crossing,1797decaab6c4ea4aab4c170a86f6ccf,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/58,YES
ministry of transportation (mot) regional boundary,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/721,Ministry of Transportation (MOT) Regional Boundary,907ed2bdc5b04803b48d60de16813f5f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/34,YES
ministry of transportation (mot) rest area,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/594,Ministry of Transportation (MOT) Rest Area,8b2af980becf4bbda90cf6cd47b76c6c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/3,YES
ministry of transportation (mot) retaining wall,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/563,Ministry of Transportation (MOT) Retaining Wall,6a4f503700604b978aefa98263968c92,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/35,YES
ministry of transportation (mot) road features inventory (rfi),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/429,Ministry of Transportation (MOT) Road Features Inventory (RFI),bf5aa578fd1d4b51b173857ff2094995,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/29,YES
ministry of transportation (mot) road structures,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/608,Ministry of Transportation (MOT) Road Structures,9db49888bdf640719ca87b40e461f900,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/17,YES
ministry of transportation (mot) safety feature,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/395,Ministry of Transportation (MOT) Safety Feature,6830adbe920a4a9ab846d3786ad2a73b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/51,YES
ministry of transportation (mot) sign,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/580,Ministry of Transportation (MOT) Sign,89b8ea1bed8e4e53935bbf186a28bfa7,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/52,YES
ministry of transportation (mot) special lane,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/104,Ministry of Transportation (MOT) Special Lane,bef297e6b94841e3b54247d131961827,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/65,YES
ministry of transportation (mot) storm sewer,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/534,Ministry of Transportation (MOT) Storm Sewer,bb01e2115d8b467bb25b30a85485c9cc,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/56,YES
ministry of transportation (mot) surface type,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/339,Ministry of Transportation (MOT) Surface Type,044bba08da6948f5a3b090b973ccb514,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/63,YES
mobile business licence partnerships,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/729,Mobile Business Licence Partnerships,2c688b626df24670a95b59ffd8df06de,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/13,YES
mountain goat winter habitat in parks - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/595,Mountain Goat Winter Habitat in Parks - Cariboo Region,2c089a186e6b4ead836a60f5ee84d1de,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/1,YES
mta -  mineral & coal land reserve history sp,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/667,MTA -  Mineral & Coal Land Reserve History SP,da0daa55423f4fd7ad93dbea209d64b1,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/29,YES
"mta  - mineral, placer and coal history tenure sp",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/9,"MTA  - Mineral, Placer and Coal History Tenure SP",cbed3975525b4f328d1d17ff54336e8c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/12,YES
"mta  - mineral, placer and coal tenure spatial view",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/213,"MTA  - Mineral, Placer and Coal Tenure Spatial View",ec1d2ec9a32d418088ba9ebd88178c68,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/42,YES
"mta - coal grid, block",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/252,"MTA - Coal Grid, Block",947b5082dd194dc5aea28aea94a0d1cd,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/37,YES
"mta - coal grid, group",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/317,"MTA - Coal Grid, Group",52326dbb4f084cf5bd1066151c8d8c85,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/73,YES
"mta - coal grid, mapsheet",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/491,"MTA - Coal Grid, Mapsheet",5eeb1e5ce6824b229be0fc7cd41c59af,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/4,YES
"mta - coal grid, unit",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/548,"MTA - Coal Grid, Unit",a1f69fbe74944213b1726daf7c68b97a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/11,YES
mta - crown granted mineral claims,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/725,MTA - Crown Granted Mineral Claims,5b4de6839c814927899b3c92492c495c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/13,YES
mta - mineral mining divisions with codes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/263,MTA - Mineral Mining Divisions with Codes,4875de99b2114461a49814c19164266d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/61,YES
mta - mineral placer grid,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/173,MTA - Mineral Placer Grid,7360467afe0144a8b0d6da5a48e6343e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/52,YES
mta - mineral reserve sites business view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/710,MTA - Mineral Reserve Sites Business View,0b41453c42c2465fa179cec82c3e65ff,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/26,YES
mule deer winter range habitat management zones - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/161,Mule Deer Winter Range Habitat Management Zones - Cariboo Region,96151b4539c4437897e3ec3324037db2,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/8,YES
mule deer winter range topographic buffers - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/277,Mule Deer Winter Range Topographic Buffers - Cariboo Region,6e94c59f6667450582abd83a4bc18fed,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/0,YES
municipalities - legally defined administrative areas of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/3,Municipalities - Legally Defined Administrative Areas of BC,e02cefad37f344008f0696663630e134,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/18,YES
mussel habitat zones okanagan region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/529,Mussel Habitat Zones Okanagan Region,ad7a95e1be3a4ed49d6430804dce1da9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/23,YES
naquadat ground water quality stations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/150,Naquadat Ground Water Quality Stations,ade57cc24e144e8396d83b280061ea6d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/6,YES
national parks of canada within british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/303,National Parks of Canada within British Columbia,458e897937844c839254fba270062fa5,https://services6.arcgis.com/ubm4tcTYICKBpist/arcgis/rest/services/National_Parks_of_Canada_within_British_Columbia/FeatureServer,NA
natural range barriers - topological,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/508,Natural Range Barriers - Topological,dfdd83fc27794077aee2279f3f889f54,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/13,YES
natural resource (nr) areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/748,Natural Resource (NR) Areas,f4c9940b58e645f29192a62fe34bf7eb,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/61,YES
natural resource (nr) districts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/747,Natural Resource (NR) Districts,5ccd439dd835451aa304468ebdce0427,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/58,YES
natural resource sector major projects - points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/110,Natural Resource Sector Major Projects - Points,924dde96f8ae4b7fb868fa94d42be62d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/18,YES
ngo conservation areas - fee simple,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/59,NGO Conservation Areas - Fee Simple,4c8a014b7c4a4da58b0134becc569149,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/5,YES
non legal planning features - current - line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/315,Non Legal Planning Features - Current - Line,9bb89ca2e21d459796fecd263d277dd6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_use_planning/MapServer/1,YES
non legal planning features - current - point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/422,Non Legal Planning Features - Current - Point,a69cf2ae73874c279523d86c445e49ef,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_use_planning/MapServer/8,YES
non legal planning features - current - polygon,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/179,Non Legal Planning Features - Current - Polygon,8bf7759260e74577a65bc23fb1aee143,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_use_planning/MapServer/9,YES
non-productive forest for the cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/185,Non-Productive Forest for the Cariboo Region,42057f1facc74ba2a74760ef486c9f59,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/20,YES
non-trim flooded area lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/681,Non-TRIM Flooded Area Lines,25177d0ed25a4e8f8659ff4b10fe4a59,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/31,YES
non-trim hydrography view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/319,Non-TRIM Hydrography View,714c61663fe24afba942a931d0e2932b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/26,YES
northern caribou habitat units of the itcha and ilgachuz areas - cariboo region,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/448,Northern Caribou Habitat Units of the Itcha and Ilgachuz Areas - Cariboo Region,e34b7ae9ef7746c3a84d7dbd17cd6e2f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/7,YES
notice of work (now) spatial locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/182,Notice of Work (NOW) Spatial Locations,93fccbc1e3584952b6481af1864263d9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/60,YES
"nts 250k grid - digital baseline mapping at 1:250,000 (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/147,"NTS 250K Grid - Digital Baseline Mapping at 1:250,000 (NTS)",5e28c94131ca4469b4a06798ab2e2e2a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/51,YES
"nts 50k grid  digital baseline mapping at 1:50,000 (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/291,"NTS 50K Grid  Digital Baseline Mapping at 1:50,000 (NTS)",cd28df5aa53f474491510000731f1d84,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/64,YES
"nts bc coastline lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/574,"NTS BC Coastline Lines 1:250,000 - Digital Baseline Mapping (NTS)",6db583437acb4ac0b4bd7d4ba7212d5a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/10,YES
"nts bc coastline polygons 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/115,"NTS BC Coastline Polygons 1:250,000 - Digital Baseline Mapping (NTS)",5ebbc1fd1d7e456684b8d1a3f10186e4,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/69,YES
"nts bc contour lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/530,"NTS BC Contour Lines 1:250,000 - Digital Baseline Mapping (NTS)",2652ffeb4a2146ce81e0081a8c16b79c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/105,YES
"nts bc designated area lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/584,"NTS BC Designated Area Lines 1:250,000 - Digital Baseline Mapping (NTS)",de61dacf65734763bfddac8f24db9cb6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/21,YES
"nts bc designated area points 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/658,"NTS BC Designated Area Points 1:250,000 - Digital Baseline Mapping (NTS)",c3ab4850e8754e5a8df206886f5e680e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/76,YES
"nts bc landcover lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/462,"NTS BC Landcover Lines 1:250,000 - Digital Baseline Mapping (NTS)",ef8b140aa6194c9c9f45c3267ac8cd26,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/65,YES
"nts bc landform lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/193,"NTS BC Landform Lines 1:250,000 - Digital Baseline Mapping (NTS)",49b2a85fcf4845aeb1797a28845da443,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/0,YES
"nts bc landform points 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/270,"NTS BC Landform Points 1:250,000 - Digital Baseline Mapping (NTS)",019339d00c8c46779ab1ff5c664cba6e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/54,YES
"nts bc river, lake and wetland polygons 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/121,"NTS BC River, Lake and Wetland Polygons 1:250,000 - Digital Baseline Mapping (NTS)",efac684536b947e59abf59713d044e13,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/73,YES
"nts bc transport lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/15,"NTS BC Transport Lines 1:250,000 - Digital Baseline Mapping (NTS)",cdda646e82624bc1821354821ae23f9c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/3,YES
"nts bc transport points 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/527,"NTS BC Transport Points 1:250,000 - Digital Baseline Mapping (NTS)",0b29a0802b5f45b89d9c9a1d1017b7f7,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/104,YES
"nts bc water lines 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/409,"NTS BC Water Lines 1:250,000 - Digital Baseline Mapping (NTS)",fc09709de9a6454daeb7c8b38d26d8cc,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/25,YES
"nts bc water points 1:250,000 - digital baseline mapping (nts)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/488,"NTS BC Water Points 1:250,000 - Digital Baseline Mapping (NTS)",f5a9f08f44cc41a4b7a1a0ba96c59a48,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/85,YES
ocean - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/645,Ocean - TRIM Enhanced Base Map (EBM),08ebc0404531477f8eb2f339aeb3c47a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/63,YES
offshore oil and gas exploration potential,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/727,Offshore Oil and Gas Exploration Potential,947c5a13caa341a98c30c1548676906c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/3,YES
ogc engineering projects (public version),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/19,OGC Engineering Projects (Public Version),4f50ade855b540e79c908abae0f0ba68,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/3,YES
ogc geophysical ancillary features (public version),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/363,OGC Geophysical Ancillary Features (Public Version),78669d2e795a404b8570e298b82fce8e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/55,YES
